activity_date,Activity Type,elapsed_time_sec,distance_km,max_hr,relative_effort,moving_time_sec,max_speed,avg_speed_MS,elevation_gain,elevation_loss,Elevation Low,Elevation High,Max Grade,Average Grade,max_cadence,avg_cadence,avg_hr,Calories,Grade Adjusted Distance,Average Elapsed Speed,Dirt Distance,Total Steps,Training Load,Intensity,gap
2024-03-26 23:26:31,Run,2777,7.05,166.0,47.0,2423.0,5.756,2.91,51.0,51.0,176.6,187.6,40.7,0.0,121.0,81.0,147.0,556.0,7299.4,2.539,0.0,6528.0,,,
2024-03-24 13:39:06,Run,2120,8.14,190.0,99.0,2109.0,6.886,3.861,38.0,24.0,180.2,200.8,9.3,0.2,93.0,83.0,168.0,554.0,8234.3,3.841,0.0,5848.0,,,
2024-03-12 23:37:56,Run,2376,6.92,,,2368.0,4.572,2.926,26.0,29.0,176.0,183.4,28.7,0.0,,,,,7429.5,2.916,0.0,,,,
2024-03-12 23:27:50,Run,3024,8.01,176.0,83.0,2678.0,10.076,2.991,20.0,18.0,177.2,184.0,21.5,0.0,87.0,78.0,158.0,619.0,8089.3,2.649,0.0,6938.0,,,
2024-03-06 00:28:47,Run,3076,8.05,170.0,62.0,2849.0,4.364,2.826,30.0,30.0,177.2,184.6,22.2,0.0,86.0,79.0,149.0,628.0,8192.9,2.618,0.0,7302.0,,,
2024-02-21 00:30:06,Run,2197,4.79,159.0,19.0,1907.0,3.734,2.516,14.0,11.0,181.0,187.4,16.5,0.0,84.0,78.0,138.0,398.0,4848.6,2.184,0.0,4936.0,,,
2024-02-19 23:54:27,Run,3648,11.54,177.0,64.0,3645.0,4.584,3.168,20.0,16.0,175.4,183.6,21.1,0.0,83.0,77.0,143.0,800.0,11608.9,3.165,0.0,9222.0,,,
2024-02-14 00:27:56,Run,2801,5.86,160.0,33.0,2219.0,7.846,2.643,11.0,22.0,180.8,199.8,17.3,-0.2,82.0,79.0,144.0,454.0,5870.7,2.094,0.0,5770.0,,,
2024-02-03 05:03:09,Run,2582,8.19,184.0,110.0,2582.0,3.712,3.173,0.0,0.0,0.0,0.0,0.0,0.0,82.0,78.0,164.0,631.0,8196.6,3.173,0.0,6634.0,,,
2024-01-13 17:54:45,Run,3790,11.60,188.0,197.0,3783.0,4.682,3.066,43.0,40.0,167.6,178.6,20.1,0.0,87.0,78.0,172.0,932.0,11810.6,3.061,0.0,9486.0,,,
2023-12-13 00:17:49,Run,2917,8.94,179.0,90.0,2912.0,8.736,3.071,18.0,16.0,175.0,182.0,40.8,0.0,83.0,78.0,158.0,665.0,8997.7,3.065,0.0,7506.0,,,
2023-12-06 00:31:38,Run,2714,8.35,184.0,69.0,2534.0,5.972,3.298,19.0,24.0,178.6,190.4,23.6,-0.1,123.0,78.0,155.0,610.0,8426.8,3.079,0.0,6604.0,,,
2023-11-10 11:36:33,Run,2335,6.16,,,2184.0,5.043,2.824,63.0,59.3,82.3,115.6,18.7,0.1,,,,,6286.9,2.641,2855.0,,,,
2022-09-16 20:23:39,Run,1858,5.18,166.0,35.0,1678.0,3.522,3.088,19.9,19.8,10.1,24.9,35.7,0.0,,,150.0,386.0,5207.3,2.789,1329.7,,,,
2022-09-15 00:07:37,Run,1695,4.96,175.0,49.0,1391.0,4.616,3.568,0.0,0.0,179.0,179.4,1.9,0.0,,,161.0,370.0,4963.7,2.928,0.0,,,,
2022-09-13 23:28:13,Run,2183,4.07,162.0,20.0,1415.0,3.734,2.882,6.1,7.6,177.4,182.7,20.1,0.0,,,141.0,286.0,4096.9,1.868,0.0,,,,
2022-09-10 11:13:44,Run,13174,32.21,186.0,379.0,11280.0,3.62,2.856,32.1,35.7,176.3,184.9,20.6,0.0,,,159.0,2865.0,32280.6,2.445,12569.5,,,,
2022-09-07 23:37:33,Run,4153,11.26,189.0,138.0,3268.0,4.218,3.447,12.4,14.2,177.7,183.1,21.3,0.0,,,166.0,795.0,11293.0,2.713,1466.8,,,,
2022-09-01 00:12:06,Run,2648,8.11,188.0,74.0,2350.0,4.598,3.453,11.2,7.0,177.7,183.1,11.8,0.1,,,159.0,568.0,8133.6,3.065,0.0,,,,
2022-08-30 23:20:52,Run,3680,8.46,166.0,60.0,2794.0,3.84,3.03,15.0,13.9,177.4,183.4,19.0,0.0,,,149.0,618.0,8504.7,2.301,0.0,,,,
2022-08-27 11:17:24,Run,13450,33.53,182.0,344.0,11569.0,5.96,2.899,30.4,32.3,176.3,184.8,50.0,0.0,,,156.0,2804.0,33602.7,2.493,13318.6,,,,
2022-08-25 00:10:00,Run,3430,10.31,186.0,148.0,3189.0,4.276,3.235,24.3,24.3,176.3,183.9,31.3,0.0,,,168.0,823.0,10362.4,3.008,3845.8,,,,
2022-08-23 23:41:00,Run,2290,6.99,174.0,70.0,2256.0,3.588,3.101,14.6,12.8,177.4,183.5,18.2,0.0,,,159.0,518.0,7036.8,3.055,0.0,,,,
2022-08-23 23:26:19,Run,391,1.11,167.0,6.0,325.0,6.112,3.438,0.0,0.4,180.4,182.6,3.1,0.0,,,147.0,64.0,1119.3,2.858,0.0,,,,
2022-08-20 11:38:32,Run,10594,26.60,172.0,146.0,9860.0,4.774,2.698,26.2,27.1,176.3,184.0,21.1,0.0,,,143.0,2134.0,26673.1,2.512,7610.6,,,,
2022-08-17 23:21:10,Run,4740,8.90,180.0,82.0,2603.0,5.038,3.421,3.1,7.1,176.3,183.1,10.3,0.0,,,155.0,660.0,8908.4,1.879,961.5,,,,
2022-08-16 23:24:06,Run,3461,8.38,,,2693.0,5.163,3.114,15.1,13.8,177.4,183.6,24.5,0.0,,,,,8428.8,2.423,0.0,,,,
2022-08-13 11:40:46,Run,6374,16.04,,,5891.0,3.967,2.723,12.4,12.8,176.3,181.7,4.3,0.0,,,,,16063.1,2.517,6881.0,,,,
2022-08-10 23:52:56,Run,7218,14.80,,,4724.0,5.521,3.133,3.0,1.5,176.3,179.4,6.1,0.0,,,,,14814.8,2.051,42.1,,,,
